mp-761390,-2.673982990388886
mp-31761,-2.493895478333327
mp-555287,-1.587311184285714
mp-19421,-2.022696756666667
mp-22265,-1.707838569642855
mp-31755,-2.9764097588518883
mp-505009,-1.8695318752777768
mp-1193066,-1.547254847352217
mp-1201003,-1.498143178735633
mp-21016,-1.699692442916665
mp-30947,-1.7015766634482752
mp-759361,-2.4769597816294637
mp-828605,-1.526746542222222
mp-1104680,-2.180387279285714
mp-649683,-2.470533366309521
mp-19225,-1.219109076041666
mp-510281,-1.3211116262499991
mp-1078634,-2.852925804000007
mp-19097,-2.270362331833334
mp-23069,-0.978675665384626
mp-1192651,-2.150281130333332
mp-1178212,-1.858812262000002
mp-1205381,-1.370976541077587
mp-1277107,-2.729712792666666
mp-19022,-1.625666475613027
mp-753395,-2.351585960357142
mp-510624,-2.222982896999998
mp-861502,-2.771539465500001
mp-1080749,-1.731291164913793
mp-30084,-2.903562502857141
mp-1105484,-3.3350189425
mp-1186277,-3.28377778625
mp-774155,-1.877959272777777
mp-540828,-1.492954021666667
mp-757614,-1.944936747708332
mp-22366,-2.7408470850000013
mp-12040,-1.5476510366249991
mp-559464,-1.73185696134375
mp-760318,-1.630394655689655
mp-768830,-1.473615956374999
mp-17443,-1.439120684187192
mp-19115,-2.2285190305
mp-19254,-1.858110193749999
mp-19320,-1.428852621357141
mp-20243,-2.803803629500001
mp-20407,-2.776405970499999
mp-28696,-1.537963933343749
mp-674490,-1.8344014733333327
mp-1071505,-2.563631265
mp-690544,-2.064265934642857
mp-541930,-2.4788503990201463
mp-764074,-1.6516379029597692
mp-19770,-1.7070913529999991
mp-1102399,-2.372593638571427
mp-2017427,-2.033180726465774
mp-21437,-1.638982694074073
mp-18820,-2.392676926249999
mp-18924,-2.514771984545455
mp-1196071,-2.299320453968254
mp-21926,-2.148056996607141
mp-27557,-1.6598750482961462
mp-505098,-1.264223167472426
mp-553960,-1.6810251503636362
mp-555589,-1.314964074307065
mp-558525,-2.182783057105263
mp-561139,-1.524184723529411
mp-776667,-1.6381975649999991
mp-540767,-1.830061416911764
mp-1191216,-1.617868950329153
mp-19317,-2.420447148571428
mp-19333,-2.284821307037037
mp-1379819,-2.583788470454546
mp-18750,-1.836117058275863
mp-21333,-1.6170501857142852
mp-22421,-1.831330290714285
mp-608016,-2.165017080714286
mp-1324016,-2.410423277916665
mp-21925,-1.8975183304411785
mp-20313,-2.301357292142856
mp-22113,-2.456190248055555
mp-35596,-1.591041269285713
mp-19346,-2.295905708021976
mp-561343,-1.564010085219297
mp-559713,-2.407392887670061
mp-757712,-2.226388043947368
mp-14679,-1.6149025618225812
mp-28519,-1.654980923295453
mp-558482,-1.619321166664471
mp-510450,-1.698793269594594
mp-772462,-2.437322983841462
mp-644514,-1.8225279240325687
mp-1232659,-2.032569766465519
mp-554900,-1.9460329710869264
mp-18988,-2.180112729932952
mp-2490654,-2.333588346992338
mp-510589,-1.539728060732759
mp-996995,-1.431450102399425
mp-997183,-1.375097408232759
mp-19140,-1.765423763085129
mp-19407,-2.216569472988496
mp-19455,-2.083752250488489
mp-19231,-1.8522391850615727
mp-28669,-1.427935919179836
mp-540914,-1.712323962811576
mp-553971,-1.655166975775862
mp-557042,-2.555489972281402
mp-627380,-2.207803734357368
mp-19082,-2.9546040562528733
mp-19331,-1.6192723405862082
mp-20798,-2.135882778586207
mp-20569,-2.083893312586208
mp-20641,-1.649918885586206
mp-770618,-2.365742391586207
mp-27443,-2.5622813575718397
mp-2767267,-2.443718203762317
mp-542139,-2.595336400246305
mp-18840,-2.489944874252874
mp-19217,-3.082495226252873
mp-19385,-3.027483251919541
mp-18808,-3.11040649758621
mp-542479,-3.057447258586204
mp-1211757,-1.6976342210478932
mp-559700,-1.925758571774426
mp-771660,-2.383533998471674
mp-542070,-1.123023754492338
mp-864911,-2.973630023086206
mp-19239,-2.838937343028735
mp-19442,-1.361432144528734
mp-754068,-1.11889016986207
mp-28226,-2.337050971133004
mp-755882,-3.047750007561575
mp-2899517,-3.068499067586207
mp-554980,-1.165002999770115
mp-17901,-1.496655939389823
mp-22100,-2.8716737219923463
mp-540716,-3.097177090844208
mp-12209,-2.753720564966476
mp-1210340,-1.7892043415086198
mp-18994,-1.4896368375143632
mp-20852,-2.963478812086206
mp-22564,-2.943615975919542
mp-505300,-1.7285986863916252
mp-22554,-2.044368775905172
mp-771905,-2.513638303860996
mp-1172875,-2.013919843547413
mp-1221906,-1.901438464623832
mp-763541,-1.9652311190160088
mp-1210598,-1.785552806392076
mp-19148,-1.75827920719458
mp-768472,-1.880867041374239
mp-1221996,-1.838113349408867
mp-18751,-1.982325200123152
mp-18720,-1.862363835123151
mp-27510,-2.33700030583744
mp-27569,-1.545669272806896
mp-27807,-1.975402196604774
mp-19188,-2.427450099297096
mp-17619,-2.805036003260187
mp-18831,-2.8683690523510963
mp-19256,-2.915723314623823
mp-19153,-2.938114664017765
mp-754918,-2.903212720532913
mp-755041,-2.92900769007837
mp-755869,-2.893416257199581
mp-756215,-2.817081405987458
mp-1207725,-2.660034671982766
mp-18525,-2.650917842503562
mp-19358,-2.628535253545252
mp-18798,-2.571303136206898
mp-18601,-2.6523155571910912
mp-19345,-2.657208089795258
mp-19393,-2.609972436357758
mp-22802,-2.595781837503592
mp-504697,-1.885386032295258
mp-542397,-2.657710999066092
mp-510225,-2.653464195420227
mp-510598,-2.6337420172952277
mp-703682,-2.624079486670259
mp-18844,-2.447901434051724
mp-20223,-2.114749792623151
mp-542710,-1.978162147820196
mp-18869,-1.87743784648903
mp-1272804,-2.0681063427422
mp-36884,-2.070504940837438
mp-18759,-2.050409240541872
mp-1403705,-1.823835586445624
mp-18870,-1.744743971061009
mp-18893,-2.416973564137931
mp-28915,-1.632689340364034
mp-558631,-2.5509387956214478
mp-18795,-1.920252579045977
mp-1226457,-1.774735457877982
mp-504423,-1.690257374907162
mp-770423,-2.246023489522547
mp-19185,-2.4361777151933133
mp-17899,-2.280837626445622
mp-18791,-2.546114705811359
mp-752932,-1.924945561478833
mp-775539,-1.779200090692714
mp-28761,-2.6731777056432358
mp-31901,-2.541547874114944
mp-531717,-3.162474782999558
mp-691115,-2.053914901094687
mp-759718,-2.492107004568965
